G4040_2006146550,1562
G4020_20085,13249
G4040_2014773025,105
X0029_200774000006,449
X0029_200336000001,6777
G4040_2001768600,490
G4040_2003565575,893
G4040_2015500875,344
G4020_20053,6176
G4040_2007771221,261
G4110_2009350,173
G4040_2018948625,292
G4040_2003160500,802
G4040_2020556650,300
G4040_2001144900,1175
G4110_2064375,16
G4210_2050425,3
G4110_2018950,1
G4040_2009513125,83
G4040_2001560475,322
G4110_2039075,35321
G5420_2005400,487
G4040_2009550650,1129
X0029_200001200006,755
G4040_2002902275,138
G4110_2033525,0
G4040_2018561300,91
G4110_2079800,7
X0029_201284000001,1707
G4110_2048300,2
G4040_2002143400,546
G4110_2017525,1
G4040_2018930150,185
G4040_2011100525,491
G4110_2061875,0
G4040_2012305800,1063
G4040_2011336900,992
G4040_2018175750,120
G4040_2011946025,611
G4040_2005916900,868
G4040_2010712350,493
G4210_2080875,12
G5420_2005310,785
G4040_2008575625,600
G4040_2000120900,414
X0029_200000200new,89
G4040_2000353900,228
G4040_2012510400,2712
G4110_2050925,1
G5210_20023,71481
G4110_2001275,1
G5420_2008280,3376
G4110_2015725,2
G4040_2002353050,61
G4040_2011111800,1334
G4040_2009157575,22222
G4210_2004925,2
G4110_2034550,1
G4110_2020425,328
X0029_200825000006,1104
G5420_2005800,2110
G4040_2004954075,111
X0005_2004500002,38566
G4020_20159,9532
G4040_2004123550,186
X0010_2000015,25668
X0029_2012870001/4,119
G4040_2001559250,2435
G4040_2003567400,201
G4210_2049550,1
X0005_2004500003,48908
G4040_2000904975,170
X0029_2012870002/5,3428
X0010_2000018,515416
X0029_2005520003/6,776
G5420_2003570,862
G4110_2014525,1
G5420_2012780,2319
G4040_2015923100,230
G4110_2009575,19
G4040_2000334050,307
G5210_20010,72208
G4040_2017373275,4873
G4040_2014748725,70
G4040_2020141250,165
G4040_2011317575,119
G4040_2012512850,981
G4040_2003764875,532
G4040_2009922550,477
G4040_2001154775,251
G4040_2019107750,118
G4040_2003969075,41
G4020_20141,3494
G4110_2057850,1
X0029_200825000002,2369
G5420_2011910,2114
G4040_2015775700,169
G4040_2014153325,23
G5420_2004980,11804
G5420_2011040,408
G4040_2007938150,1591
G4020_20189,5498
G4040_2002945925,131
G4110_2017000,0
X0029_200576000001,175
X0029_200001200004,477
G4040_2015530750,1858
G4040_2018375775,68
G5420_2007440,1757
G4110_2006075,9
G4040_2001711225,71
X0029_201284000002,2633
G5420_2006270,4531
G4110_2066175,2
G5420_2010890,6775
G4040_2005767150,650
G4020_20117,9713
G4040_2014161475,47
G4110_2061775,1
G5420_2007560,5223
G4040_2018311350,77
G4040_2015541550,1539
X0029_200774000000,0
G4040_2004344675,372
X0029_200336000002,8848
G4210_2045875,6
G4040_2000117175,339
G4110_2048600,0
G5420_2006510,967
G5420_2003390,4522
X0010_2000016,50106
G4040_2007356375,180
G4040_2020132025,79
G4040_2002511600,434
G4110_2009900,87
G4210_2049250,2
X0005_2020900004,19531
X0001_207900000004,59288
G4040_2001348325,496
G4040_2015972325,233
G5220_20049,22595
G5420_2013110,2919
G4040_2020522825,308
G4040_2006508850,59
X0029_2005130002/5,967
G4040_2016761850,1226
G5210_20014,75566
G4110_2039150,104
G5200_2001,729757
G4110_2017600,3
G4040_2019115300,1597
G4110_2015100,97
X0029_20032000000C,11990
G4040_2009940175,418
G4040_2014348500,255
G4040_2003727575,624
G4040_2014975350,4242
G4040_2001144650,966
X0006_2000003,285187
G4040_2011348675,1365
G4020_20187,2030
G4040_2017907450,48
G5420_2010170,2131
G4040_2010740200,824
G5420_2011220,1682
G4040_2015777975,153
G5420_2004740,3719
G4110_2059675,8
G4040_2015700900,76
G5220_20111,22104
G4040_2011542850,168
G4110_2056450,219
G4020_20153,2490
G4040_2009139075,35321
G4040_2008525625,507
G5420_2007260,2354
X0029_201299000005,53843
G4110_2063325,9
G4110_2009700,1
G5220_20031,23061
G4110_2051525,7
G4040_2016754350,497
G4110_2057000,40
G4040_2011350350,203
G4110_2054325,1
G4040_2015171245,308
G5220_20058,23108
G5420_2003870,5065
G4040_2017325400,1810
G4040_2015724675,977
G4110_2026750,9
G4040_2012533900,4928
G4040_2010961900,76
G5420_2009030,4051
X0029_2011100002/5,983
G4040_2000922400,101
G4040_2014775075,71
G4040_2014717100,70
G4040_2013365300,729
X0001_205445000002,1628
G4040_2010339000,34489
G4110_2024725,1
G4040_2009330500,335
G4020_20039,2826
G4020_20017,2604
G4110_2081025,0
G4040_2010951850,2110
X0029_200324000003,160
G4040_2014149450,48
G4040_2015347175,86
G4110_2058525,3
G5220_20121,22730
G5220_20028,22650
G4040_2008965675,65
G4110_2067775,66
G4110_2037375,2
X0005_2009100002,98798
G4040_2016537525,1257
G4110_2042825,1
G4040_2007371825,203
G5220_20053,21828
G4110_2007650,161
G4020_20113,28557
G4040_2019304325,192
G4110_2044925,7
G4040_2017765625,1781
G5420_2009090,1463
G4040_2014756125,263
G4040_2016952425,567
G4110_2060900,1
G4040_2010976900,76
G4020_20067,7324
X0029_2005700002/5,1747
G4040_2017967350,143
G5420_2010260,6161
G4110_2071800,2
G4110_2000550,1
G4040_2016180900,544
G4040_2008911750,759
G4110_2043950,9077
G5220_20102,22230
G4110_2057725,10
X0029_200343000002,698
G4040_2017374300,5187
G5420_2004620,8015
G5420_2011430,2346
G4040_2013149625,164
X0001_205257500002,36410
G4210_2049200,7
G4040_2008527700,458
G5420_2006990,1075
G5420_2007800,1745
G4040_2014536625,101
G4040_2004380275,1021
G4020_20179,2515
X0029_200774000003,537
G4110_2058550,1
G4110_2039725,1
G4040_2001935125,205
G4110_2054200,1
G4040_2001329725,275
G4040_2018567800,710
G4110_2000325,1
G4040_2001124600,448
X0029_20114900000B,7582
G4040_2007536425,319
G4040_2014315175,880
G4210_2004575,4
G4040_2003952025,656
G4040_2018509825,75
G4110_2013275,167
X0001_202270000003,663
X0029_2004440003/6,1192
G5420_2003720,8244
G4110_2063875,0
G4040_2017336250,10220
G4040_2007362875,226
G5220_20098,26806
G4110_2032650,0
G4040_2009117850,4309
G4040_2014962150,350
G4040_2007929600,275
G4110_2014475,53
G4040_2000376450,289
X0010_2000006,57967
G4040_2020514250,359
G4040_2002116225,1097
G4110_2003250,126
G5220_20072,22439
G4040_2015930425,1148
G4110_2031675,810
G4040_2011714100,99
G4110_2016625,1
G4040_2014755700,1318
G5420_2007500,2094
G4040_2017539825,16222
G4040_2014964300,316
G4040_2009177500,1711
G4040_2015538525,165
X0029_2004710001/4,1880
G4040_2015511000,561
G4040_2018351650,81
G4040_2008909550,72
X0001_203907500004,9480
G4210_2023050,7
G4040_2001174850,295
G4110_2001975,225
G4040_2008372825,156
G4040_2016501087,122
G5420_2004920,6765
G4040_2016371243,176
G4040_2015763375,150
G5420_2011850,18094
G4110_2048125,3
G4040_2008141675,569
G5420_2010620,9345
G4020_20165,2953
G4040_2004150800,1600
X0006_2000006,290284
G4040_2020339575,2112
G4040_2002164475,918
G4040_2004333850,164
X0029_2006480002/5,1069
G4040_2007569875,238
G4040_2006934250,435
G4040_2009146000,10852
G4040_2007917025,502
G4110_2033250,28
G4110_2061825,2549
G4040_2016967500,428
G4040_2011759450,328
G4210_2034350,2
X0001_204600000001,1820
G4040_2019723125,321
G4040_2012311875,80
G4040_2004705850,151
G5420_2011610,1435
G5420_2005040,1871
G4040_2013535550,143
G5420_2010950,1550
G4040_2002965425,214
G4110_2007775,1
G4020_20089,2854
G4040_2004172100,262
X0029_201017000ona,91
G5420_2010560,8961
G4040_2005302575,164
G5420_2000013,550
G4040_2004972500,531
G4040_2016780125,156
X0029_2005040002/5,38
G4040_2008311725,314
X0001_207325000002,2062
G4040_2003930050,41
G4210_2070075,451
G4040_2014342050,100
G4040_2017355075,1722
X0029_201226000003,32451
G4040_2000359175,283
G4110_2012775,1504
G4040_2013162025,567
G4040_2006566300,40
G5210_20007,72201
X0029_200825000001,110
X0029_2004560002-5,2047
G4110_2002250,23
G4040_2002539900,114
G4040_2020128175,187
G5220_20103,24675
X0010_2000007,121304
G4040_2007321800,388
G4110_2071925,11
G4040_2011507125,173
G4110_2004350,1
G4040_2015513600,2532
G4110_2025100,1661
G5220_20030,21459
G4110_2041475,38
G4040_2015958575,109
G4040_2001541775,437
X0005_2010300004,15930
G4040_2007931875,1147
G4110_2045750,0
X0005_2001500003,13829
G4110_2033375,27
G5420_2006870,425
G4040_2004527650,882
G4110_2029400,1
G5420_2007890,38608
G4040_2005570225,152
G4040_2018576875,74
G4040_2015512050,595
X0029_200003700002,2217
G4040_2016165075,582
G4040_2008735250,1033
G4040_2003153700,411
G4040_2020114225,197
G4040_2016756925,186
G4110_2043700,1
G4040_2013347250,817
G4040_2013712260,2565
G4040_2011541950,175
G4040_2000115825,278
G4040_2006338750,230
X0029_200034900004,96
G4040_2007364600,106
X0029_20072900000d,615
G4040_2019109925,1101
G4040_2013160600,2107
X0029_200324000002,628
G5220_20063,23826
G5220_20025,23247
G4110_2063425,0
G4040_2008975000,72
G4040_2017328125,5057
G5420_2003960,2445
X0029_200002800001,1134
G4110_2063200,1
G4040_2015171238,889
G4110_2076475,5757
G4210_2055775,6
G4040_2009377050,348
G4020_20049,2502
G4040_2014962425,3474
G4040_2018134450,239
X0029_2009320001-4,795
G4040_2003961025,41
G4210_2017675,19
G4040_2017134575,100
G4040_2017329300,7803
G4040_2014548525,73
G4040_2008940450,84
G5210_20033,74760
G4110_2068200,1401
G4040_2014724650,70
X0029_201152000001,1714
X0001_207325000001,1374
G4210_2036744,14
G4110_2001550,192
G4040_2020518800,181
G5220_20010,22911
G4110_2007600,4
G4040_2014316725,257
X0005_2019100001,5455
G4040_2003911650,342
G4210_2039700,2
X0029_200456000fra,26
G4040_2002713650,2134
G5420_2006570,2018
X0001_205257500004,31633
G4040_2012342025,126
G4040_2004372125,297
G4040_2006135200,3141
G5420_2007740,7853
G4040_2019376975,97
X0029_200462000002,1664
G4110_2049650,1041
X0001_203600000001,21806
G4040_2001331700,2772
G5420_2011520,2347
G4040_2014907550,3960
G4040_2006325000,130
G5420_2004670,3644
G4040_2005721450,1741
G4110_2028800,1
G4110_2044200,4283
X0029_2006960001-4,2545
G4040_2011706725,127
G4110_2068650,5
G4040_2001513575,325
G4040_2007538275,557
G4040_2000358000,452
G4040_2003560525,420
X0001_200797500001,1843
G4110_2047350,4519
G4020_20197,6877
X0029_200774000001,4045
X0029_200813000002,3
G4110_2031400,843
G4040_2004920325,127
G4110_2006500,0
G4040_2009522000,252
G4040_2001572050,242
X0001_203600000006,18502
G4110_2033575,0
G4040_2016962700,40801
G5220_20120,23190
G4110_2008425,0
G4040_2005320500,1257
G4040_2009953450,182
G4040_2011134825,1133
G4040_2015577175,324
G4210_2079625,307
G4040_2019747300,605
G4040_2016920650,516
G5420_2008910,1095
G4040_2008568475,347
X0029_200894000003,179
G4040_2015759575,136
X0029_2006840003-6,1570
G4040_2014960625,400
G4040_2020129425,138
X0029_200984000001,4555
G4040_2015545600,2053
G4040_2002306850,563
G4040_2012153225,2734
G5420_2000028,2517
G4040_2002502100,465
G5220_20018,22295
G4110_2062700,40801
G4040_2006550575,21
G4110_2038650,7846
G4040_2015331462,230
G5420_2012030,3215
G4040_2000717300,122
G5220_20013,24064
G5420_2004080,733
G4110_2026375,1
X0029_201062000003,4714
X0029_200429000002,569
G4110_2075200,4
G4210_2008300,7
G4040_2004164925,154
G4040_2007730175,623
G4110_2056150,137
G5220_20034,23257
G5420_2000020,658
G4040_2013909375,1852
G4040_2011527775,382
G5420_2009600,570
G5220_20107,24270
G5220_20059,22814
G5420_2012150,2552
G4040_2000731175,298
G4040_2009510450,226
G4040_2011342525,528
G4110_2034975,1
G4210_2074425,147
G4040_2012311150,366
G4040_2003579950,7519
G4040_2019345775,110
G4040_2015171228,166
G4040_2018531025,74
X0029_201299000002,60901
G4020_20013,9575
G4110_2035750,16991
G4040_2002749000,185
G4110_2042875,3681
G4040_2019366875,218
G4110_2070357,61
G4020_20121,33740
G4040_2013310525,1379
G4040_2009933300,338
G4110_2050750,1
G5220_20077,22989
G4040_2014327900,77
G5420_2008100,2118
G4110_2005337,8292
G4110_2021500,52
X0029_200888000001,14
G4110_2018500,13
G4040_2012512875,2089
G5210_20017,72097
G4040_2013552400,139
G4040_2015550700,537
G4040_2006327075,187
G5420_2005640,4379
G4040_2001931300,202
G4110_2032550,112
G4110_2014650,1434
X0005_2020900001,21806
G4040_2018168150,120
G4040_2016722200,66
X0010_2000024,18547
X0005_2007900003,12458
G4040_2011540225,874
X0029_2003390002/4,1938
G4040_2007950475,14462
G4110_2052525,0
G4040_2000771675,122
G4040_2005953550,8519
G4110_2009675,1
G4110_2002325,11
G4040_2005766150,107
G4040_2018912200,3247
G4040_2014115625,222
G4110_2055100,23
G4040_2003565500,194
G4040_2011366025,3085
G4040_2005340675,214
G4040_2017761425,1847
G4040_2001522450,732
G4040_2000928325,3579
X0029_200035100001,2918
G4040_2009536950,833
G4000_20,2912619
G4110_2052875,93
G4040_2019173350,211
G4110_2073525,1
X0029_2006420003/6,10121
G4040_2004103975,203
X0029_200001200003,615
G4020_20083,1872
G4040_2000374650,653
G4040_2019361525,794
G4040_2014766350,1217
G4040_2019560150,74
G4040_2001770775,528
G4110_2059050,1
G4040_2000938125,2081
G4040_2003314725,1351
G4040_2012977225,222
G4110_2058475,8
G4040_2005902075,632
G4210_2032875,17
G4110_2043350,73
G5420_2005190,586
G4040_2008518350,2201
G4110_2052700,1
X0029_200000200gyp,133
G4040_2012771227,273
G4040_2000126100,412
G4020_20051,28747
G4040_2019109900,87
G4040_2014311975,481
G5210_20019,72241
G4040_2012512925,263
G4110_2053375,47
X0029_200321000003,1693
G4110_2030475,3
G5420_2008310,2215
G4110_2037975,1665
G4110_2013425,2
G5420_2005730,13643
G4040_2004940025,99
G4020_20107,9687
X0010_2000012,30832
G5420_2004500,992
G4040_2016706700,312
G5420_2012420,7144
G4040_2009560375,83
G4040_2001569700,566
G4040_2009152575,133821
X0005_2004500001,33821
G4040_2020168550,195
G4210_2079375,3
G5220_20106,22648
X0001_203600000008,23380
G4110_2024575,1037
G4040_2010370825,5922
X0029_20044100000c,10
G4040_2009540150,83
G4110_2069775,2
G4040_2001910425,205
G4040_2015318675,87
G4110_2018325,1
X0029_2004200001-4,4423
G4040_2000932550,112
G4040_2015573075,909
G4210_2024975,9
G4040_2005313725,119
G4110_2011175,12
G4040_2003957475,41
X0001_207100000005,15463
G4210_2000225,10
G4040_2016144125,8962
G4040_2003550625,591
G4040_2012307575,81
G4040_2012935650,75
G4040_2014927950,133
G4110_2015900,228
G4040_2000954900,293
G4040_2016102725,741
G4040_2015723200,96
G4110_2015475,1
G4040_2014556400,1172
G4110_2025375,282
G4110_2025200,25
G4040_2014331325,243
G4040_2000134300,3043
G4110_2053925,14
X0029_200330000003,2378
G4040_2016371224,84
G4040_2012356050,81
G5220_20024,24360
G4110_2077850,5
G4040_2003139675,138
G4040_2007921025,3209
G5220_20044,29311
G5420_2004170,1363
X0029_2012210001/4,1676
G4040_2005952350,970
G4040_2016371234,92
G4040_2000720800,153
G5420_2012090,2419
G4110_2039100,1
G4040_2018144025,126
G4040_2009505675,84
G4110_2004225,0
X0029_2004560001-4,263
G4040_2020104275,164
G4040_2006529950,59
G4110_2035600,1110
G4110_2058300,0
G4110_2028350,5
G4110_2005775,1641
G5420_2006090,7810
G4040_2005959700,659
X0001_203112500004,1307
G4210_2022900,4
G4040_2009143625,1571
G4040_2005371525,118
G4040_2010332125,3383
G5210_20026,73499
G4040_2015741075,138
G4040_2001522275,186
G4110_2012825,55
X0029_200525000002,730
X0029_201047000002,27
G5420_2008790,2224
G5220_20014,23313
G4040_2017365100,1710
G4040_2011518550,229
G4040_2012146225,1342
G4110_2052750,0
G4210_2037200,13
G4020_20063,2650
G4040_2014179975,48
G4110_2026000,1
G4040_2005957225,557
G4040_2017973150,95
G4210_2011025,6
G4040_2019579137,74
G5420_2006000,3655
X0029_201164000002,45325
X0029_2003870003/6,1405
G4110_2057700,5
G4110_2075825,841
G5420_2008430,25970
G4110_2044225,1
G4020_20081,3990
X0029_200034900002,817
G4110_2063750,27
G4040_2020751025,147
G4040_2008524400,2072
G5210_20039,70058
G4040_2011134700,175
G4040_2002309950,149
G4210_2055875,7
G4040_2019760650,226
G4110_2075325,1068
G4040_2002731825,160
G4040_2015300175,62
G4040_2005364950,151
G4110_2042100,11
G4040_2014364725,149
G4110_2020250,2
G4040_2006134775,141
G4040_2003109425,2464
G4040_2010767875,226
G4210_2061100,6
G4040_2009533050,706
G4040_2014560050,154
G4040_2014508750,101
G4110_2000950,0
G4110_2053525,4
G4040_2015157625,2811
G4040_2000974825,100
G4110_2049950,9
G4040_2003511250,209
G4040_2002951750,127
G4210_2013100,253
X0001_207100000008,13616
G4040_2019105525,3190
X0005_2017300002,100159
X0005_2017700003,61612
X0001_205377500005,31404
G4040_2012361500,80
X0029_201299000001,50739
G4110_2074450,152
G4040_2018522675,285
G4110_2042600,1
G4040_2010942325,75
G5420_2004230,1965
G4110_2012925,263
G5220_20001,23913
G4040_2009572175,135
G5420_2012510,14742
X0001_204722500004,2564
G4040_2004740650,207
X0005_2020900005,22255
G4040_2020124525,79
X0005_2001500005,12884
G4210_2051550,9
G5220_20066,26076
G4040_2015533550,115
G5420_2000353,3867
G4040_2009948850,695
X0005_2010300001,23094
X0010_2000029,165446
G5420_2009990,7944
G4040_2004539175,2050
X0001_205445000001,1894
G4040_2005120450,357
G4110_2044500,3
G4040_2008532825,1464
G4110_2030000,0
G4110_2069525,0
G5210_20004,70191
X0029_20032000000B,11606
G4040_2009912950,72
G4040_2005328600,212
G4110_2020300,1
G4110_2066750,599
G4040_2001354025,246
X0029_200000600002,2759
G4040_2020141450,181
G5420_2000007,2917
G4040_2012167925,1412
G4110_2039650,5
G4040_2013144775,291
G4110_2009525,2
G4040_2005979325,789
G4040_2004724350,205
G4020_20155,62421
G4110_2049925,78
G4040_2012371725,112
X0029_2006450003/6,2299
X0029_200372000003,3280
G4110_2022700,3286
G4020_20147,5297
X0001_206082500002,1759
G4040_2008934800,65
G4040_2015973825,232
G4110_2079425,18
G4040_2018706600,293
G4110_2067250,1
G4040_2018373175,94
G5220_20081,20877
G4110_2033450,1096
G4040_2017770100,7815
G4110_2025925,1992
G4040_2017747275,12542
G4040_2009519225,228
G4110_2058250,80
G4040_2010520375,497
G5420_2000004,6079
G4040_2002176350,76
G4040_2002713625,1459
G5420_2010710,21046
G4110_2057575,22222
X0001_204600000004,2974
G4110_2024000,5479
X0029_2004710003/6,1330
G4110_2026775,1
G4110_2071950,19
G4110_2020950,355
G4040_2004928550,193
G4110_2072525,2
G4040_2006915500,311
G4040_2014756775,78
X0001_206450000001,14557
G4040_2020164775,191
X0029_2007470001-4,874
X0029_2004440001/4,770
X0001_203935000004,14241
G4040_2018315525,68
G5420_2012360,18894
G5220_20093,23987
G4040_2010529850,67
X0010_2000022,37013
G5420_2004440,2607
G5420_2009660,1468
X0010_2000010,597574
G4040_2011511075,354
G4040_2015556750,106
G5420_2003200,37378
G5220_20070,23126
G4210_2066800,6
G4040_2012154275,2517
G5420_2008370,6178
G4040_2012145100,3607
X0029_2009240002/5,1548
G4040_2007771213,173
G4110_2011425,0
G4040_2012554525,2628
G4040_2004159800,253
G4040_2019130125,412
G4040_2004140000,233
G4040_2008761700,783
G4020_20133,16008
X0029_200000100gyp,1136
X0029_2009240003/6,1017
G4110_2006000,2
G4040_2002969050,205
G4040_2020143025,137
G4110_2048750,34
G4040_2018134600,232
G4210_2003800,20
G4040_2018500800,107
G4040_2011745075,613
G4040_2010177950,115
G4020_20059,25643
G4110_2027425,616
G4040_2010527750,67
X0029_200000100ass,1239
G4040_2000913475,295
G4110_2015325,174
G4040_2009125425,18605
X0029_2007470002-5,528
X0001_203935000003,14990
X0029_2004230002/5,885
G4110_2047875,42
G5220_20080,21870
G4020_20095,7173
G4110_2060325,2
G4040_2005709025,918
X0010_2000009,62991
G4040_2001963775,906
G4040_2008975650,65
G4040_2002104625,2331
G4110_2071000,119868
X0010_2000013,75402
G4110_2077500,1711
G5220_20085,20773
G4040_2002712525,145
G4110_2058600,2
